OBJECTID,SITE_NO,geo_point_2d
48495,565,"-38.06597487596125, 145.50681581422984"
48496,1440,"-38.02395584710757, 145.10042388945587"
49038,3092,"-37.97473084078685, 145.01631890994597"
48504,5400,"-37.20507083879056, 145.0460479884315"
48505,5604,"-38.107638991270356, 147.0640925382241"
49039,3461,"-37.704875846051, 145.10531292426145"
48514,1746,"-37.885186841354376, 145.0293009174114"
48530,3216,"-37.71695883935544, 145.00967893920688"
48546,3668,"-37.82210384124629, 145.03114692431"
48548,1116,"-38.13398985681897, 145.2282508551923"
48553,5248,"-38.3077047968667, 144.32001899666264"
49187,1514,"-37.61564183967826, 145.03009094686442"
48556,2194,"-37.64053583302654, 144.92878696111487"
48559,6614,"-38.1594729060746, 145.9203987313909"
49251,40248,"-37.93424785314847, 145.1908688836256"
48560,2343,"-38.226421845156544, 145.04885287698187"
48566,2349,"-37.9219208441169, 145.06514890676135"
49259,40258,"-37.94249685402977, 145.20072988084664"
48590,3010,"-37.84530083542427, 144.94348193707464"
48593,3014,"-37.854355837000966, 144.96210693255486"
49266,40265,"-37.948459854663575, 145.2095618786291"
48618,525,"-38.147166849522925, 145.11787987309074"
49305,40303,"-37.951023854301035, 145.20363087961098"
48622,5236,"-37.88713982257557, 144.75600496452327"
49318,1454,"-37.73462083350983, 144.92618495113115"
48641,3108,"-37.97362885703239, 145.24649087001427"
49320,1463,"-37.82656683400792, 144.92886194168906"
48663,3673,"-37.84705584252715, 145.04469791880203"
49325,6065,"-36.39693585340319, 145.3419250257075"
48665,990,"-37.71825684843516, 145.13989991696536"
49339,1078,"-38.11232485935223, 145.26807485060536"
48670,2816,"-37.689118845966334, 145.11340092381948"
48672,5942,"-37.743283652896075, 142.02871145617067"
48687,3476,"-37.87138082406865, 144.77564396312"
48689,6138,"-36.408924857409545, 145.39331201570357"
49468,40146,"-37.76718682565383, 144.8027059694441"
48690,2021,"-37.841386847805005, 145.12154190558005"
48696,529,"-38.056425857592146, 145.24372886103555"
49472,2017,"-37.92956185567184, 145.23276587734384"
48699,1521,"-37.989281854979914, 145.2090918742045"
48700,2584,"-37.703928823275454, 144.7790989804937"
49476,3676,"-37.88308084542341, 145.09019490659298"
48722,6302,"-37.06441478233355, 144.21701514354072"
48724,2588,"-37.70178982206657, 144.7644589834679"
49491,3651,"-37.99911184620542, 145.09059389423604"
48727,5035,"-38.339540749628085, 143.59237612321024"
49492,2547,"-37.793204824848985, 144.79010896932795"
48739,1133,"-38.00594785763698, 145.2518818654782"
49496,1334,"-37.83613681695825, 144.67222598446537"
48741,1135,"-38.02355985778668, 145.24706486386893"
49497,1344,"-37.83613785486768, 145.22737888842576"
48745,5838,"-37.551230758686444, 143.80875616384193"
49534,1297,"-38.180983852584305, 145.15881386178856"
48749,1382,"-37.65096084403989, 145.0856329336635"
48759,988,"-38.385974834765236, 144.88858488767877"
49561,1647,"-37.82569682671197, 144.82175296000614"
48762,40092,"-37.687689840941985, 145.04029193717318"
49562,1648,"-37.82569682671197, 144.82175296000614"
48769,40107,"-37.69193783576075, 144.9586369503293"
49585,1276,"-37.70576783032426, 144.8870339620619"
48783,872,"-37.893481861483835, 145.31120186738866"
49596,40197,"-37.825437834774306, 144.94241393858448"
48785,526,"-37.988379862100494, 145.31429785664474"
49599,1347,"-38.07697887436534, 145.48288381652173"
48804,40113,"-37.694479832615094, 144.92199895648375"
49602,1943,"-37.77456483161773, 144.89148195339826"
48821,1151,"-37.756173843216416, 145.06589792558967"
49608,3672,"-37.68123283275538, 144.91413795895653"
48826,1237,"-37.988293854572554, 145.21128287420467"
49614,1547,"-38.1074498576519, 145.23772085623804"
48829,2567,"-37.72597482227819, 144.76788698033812"
48842,5986,"-37.041486750345555, 143.7284502290595"
49688,1207,"-37.92967785326646, 145.19414088373563"
48843,5191,"-38.18700880470392, 144.4554929857439"
49700,1526,"-37.813493860702785, 145.31629087520764"
48846,1111,"-37.992490853814665, 145.19239787708958"
49714,1398,"-37.761014821897675, 144.75084097898196"
48850,2219,"-37.81644584721341, 145.11511090992153"
48859,3745,"-37.72318684052045, 145.0295409348854"
49845,6224,"-36.72401178595603, 144.31067116253442"
48870,3681,"-37.883225845387024, 145.09001690716423"
49870,3756,"-37.8262598366989, 144.9653569345206"
48884,1681,"-37.59898683089492, 144.90000597027756"
49884,3764,"-37.79927383447746, 144.93512794343894"
48890,190,"-37.961511853324055, 145.1883678812714"
49890,5336,"-38.21494679671471, 144.32642200575918"
48894,648,"-37.98860885495509, 145.21805487349238"
48895,5065,"-38.196877795821194, 144.31870500843624"
48900,330,"-37.78699584858528, 145.14374090822582"
48921,1765,"-38.10810985776843, 145.24287985513467"
48923,40014,"-37.77908682476926, 144.79330596955913"
48934,40072,"-37.68566983919926, 145.01648494157917"
48943,1266,"-38.017621852362296, 145.17867187700065"
48944,1267,"-38.108612852373554, 145.16219887007242"
48945,2978,"-37.647081841293364, 145.05140893923394"
48953,40881,"-37.73556383149927, 144.9027089555921"
48954,6226,"-36.140491810911634, 144.7405811508776"
48955,40408,"-37.73471183127123, 144.89646995694469"
48974,556,"-38.063075863572955, 145.33756584393365"
48978,6306,"-37.46288681529704, 144.67700602312715"
48979,534,"-38.003703859062924, 145.27379586148336"
48986,5287,"-37.88898181557381, 144.65235398267652"
48995,40021,"-37.76268682657027, 144.81970596755394"
49000,40033,"-37.726717828883785, 144.86003596450328"
49013,40049,"-37.70303483051819, 144.89164796111825"
49016,40052,"-37.703035830677806, 144.89164796081948"
49018,40054,"-37.70096883088876, 144.89422296049412"
49030,2967,"-37.58890883109928, 144.9059199711106"
49037,3078,"-37.97557184121898, 145.01682990933722"
49043,5134,"-38.05859279770891, 144.35845501577379"
49050,2682,"-37.78764482300112, 144.77240297234846"
49052,3373,"-37.804035838677954, 144.99229093224358"
49060,1028,"-37.99986985527504, 145.2182408716319"
49075,1105,"-37.87689585365452, 145.21196688701878"
49087,5317,"-37.83202081731647, 144.67288098473009"
49088,5318,"-37.86217482189441, 144.747936968914"
49092,1560,"-37.64972184250038, 145.06629893677086"
49094,3586,"-37.59858983045779, 144.8933139719938"
49095,1561,"-37.649669843559025, 145.0740089357364"
49096,1562,"-38.06115186924942, 145.41488283061094"
49102,6252,"-36.80263178158358, 144.24237316621583"
49115,5178,"-38.23947281071154, 144.53921696490292"
49117,1369,"-37.789071860507676, 145.3107278786558"
49133,2035,"-37.58249483387757, 144.94049696582954"
49135,6217,"-36.750853784389406, 144.28251416400192"
49158,3705,"-37.88586085584156, 145.23288388181027"
49165,1596,"-36.12458796490342, 146.88895580431094"
49171,4267,"-37.827435842803006, 145.052205919348"
49172,4302,"-37.75688384093993, 145.03774392955646"
49174,4429,"-37.78944783741626, 144.97189493722337"
49176,2186,"-37.583817833735544, 144.94271796506024"
49185,1312,"-38.01250885360227, 145.19614487429092"
49191,40412,"-37.733925831123024, 144.89257895787267"
49200,3185,"-37.74533082500859, 144.80079497208982"
49202,1726,"-37.51410184548511, 145.11483994248823"
49209,40203,"-37.88661984694963, 145.11021190262818"
49210,40204,"-37.88881284769014, 145.1146579020716"
49219,40213,"-37.893062849162746, 145.13480589799158"
49228,40222,"-37.89793484965349, 145.14911589524232"
49229,40223,"-37.89808884997045, 145.1488188948835"
49257,40256,"-37.941680853347464, 145.20011788089892"
49278,1464,"-37.92370585394602, 145.2002908829135"
49279,6143,"-36.12206796309481, 146.8671788077345"
49286,40284,"-37.97523585673275, 145.23831187145157"
49293,40291,"-37.98401285685127, 145.2471248683039"
49298,40296,"-37.99065485773626, 145.25423486641697"
49302,40300,"-37.945288853799255, 145.20684588012168"
49303,40301,"-37.943107853875155, 145.20659088015623"
49306,1767,"-37.84956781096093, 144.58064199974334"
49307,1400,"-37.763656820901986, 144.73941698102547"
49314,2048,"-37.885426839857395, 145.0100659204331"
49321,40185,"-37.8258468340817, 144.93264494061407"
49331,5365,"-38.40505478853641, 144.18980100992428"
49332,2481,"-37.812638836763526, 144.9687209360656"
49333,2480,"-37.81247383666026, 144.96915593601884"
49340,3774,"-37.90640684836956, 145.1232328991411"
49350,5827,"-37.537643762074495, 143.85953515666645"
49363,40132,"-37.72872282901528, 144.85833396439702"
49365,40140,"-37.75518682665731, 144.82550596658442"
49366,40142,"-37.76268682657027, 144.81970596755394"
49373,6035,"-37.28681683256403, 144.94911599555402"
49389,1729,"-37.75980986265308, 145.3474448760112"
49393,3471,"-37.83486783764243, 144.97475893245738"
49420,6219,"-36.49450680466647, 144.60843613602853"
49423,1720,"-38.11353386043429, 145.28653784698415"
49427,3184,"-38.076810865269366, 145.354163839787"
49434,573,"-37.77555487937705, 145.58422383369924"
49437,1211,"-38.07471087106565, 145.43494282555997"
49443,4500,"-37.8044748347689, 144.94322994110286"
49445,4887,"-37.82732283686495, 144.96619393427963"
49453,1129,"-38.00029786010647, 145.29077385922267"
49456,2962,"-37.85154484234191, 145.05084591699267"
49461,1300,"-38.027629862103964, 145.31680885196192"
49465,1379,"-37.81291384022877, 145.02185492667306"
49470,5312,"-38.11866279618965, 144.3326100144166"
49493,3294,"-38.079446875128646, 145.49297281529985"
49506,3531,"-37.73257583486543, 144.95039894822452"
49511,5352,"-38.22973579919086, 144.37291099524998"
49538,1417,"-38.01132985086163, 145.1594728803851"
49563,1575,"-38.04468684988864, 145.13800588139043"
49564,1581,"-37.60116983151911, 144.90975096904592"
49570,1357,"-37.98928685537433, 145.21452387331465"
49571,5175,"-38.17184181143096, 144.55259396965263"
49573,5329,"-37.83278684388515, 145.0692559162092"
49578,969,"-37.973468854343764, 145.2041628771372"
49593,40194,"-37.82571483523377, 144.93914193986313"
49616,6312,"-36.145470967496095, 146.92409879537684"
49628,1419,"-37.98595284733052, 145.10412089272725"
49630,1310,"-37.652665840594864, 145.03163094178933"
49633,1523,"-37.876363812693036, 144.60839999201897"
49634,2060,"-37.84049583016876, 144.86459895133177"
49638,954,"-37.97415785294311, 145.1857388802644"
49641,4824,"-37.811808838971984, 145.00041593084666"
49644,196,"-37.99010285471889, 145.21461287316112"
49650,2525,"-37.80533683182369, 144.89205594975542"
49664,1250,"-37.75775086294315, 145.35332487468241"
49672,40167,"-37.87336484429703, 145.0659559122643"
49675,40170,"-37.87698984448743, 145.07017991081702"
49677,40172,"-37.876855844782085, 145.0771059097675"
49682,40178,"-37.88212684533856, 145.08896390753762"
49699,1282,"-37.68620983954364, 145.02501193984185"
49702,400,"-38.02837485879644, 145.26877785994594"
49727,5123,"-38.172301812582745, 144.57098096712662"
49755,2541,"-37.825350827785876, 144.83166095839834"
49758,3488,"-37.824986831538006, 144.88418794949897"
49766,2822,"-37.790726840363334, 145.02764792806528"
49785,5359,"-38.200517796231324, 144.3236860077316"
49788,1751,"-37.53483683078052, 144.89852197797202"
49799,1715,"-37.898051819510925, 144.70832197238641"
49807,1728,"-37.86084185904, 145.28408287613092"
49814,1203,"-37.78429985534395, 145.2328318926041"
49818,1335,"-38.11489686100169, 145.29651584549245"
45046,3629,"-37.78612082925355, 144.85338995868938"
49826,4539,"-37.83693983729792, 144.9758119316547"
45055,4160,"-37.76181283861294, 144.9929489366447"
49828,3975,"-37.66430683889655, 145.00532894504406"
45070,7093,"-37.69843001336655, 147.38208653408742"
49839,1465,"-37.73441583091886, 144.8851109583665"
45075,2466,"-37.80075183950633, 145.002427931125"
49859,40471,"-37.73299483039218, 144.8820479590047"
45090,1558,"-37.8253508308178, 144.8837959491107"
49872,2953,"-37.84725584224635, 145.04154291943027"
45095,1101,"-37.81735885424508, 145.21510189282697"
45103,2799,"-37.749335829317054, 144.86022696179833"
45104,3138,"-37.827974847315595, 145.11520490887372"
45105,5301,"-38.15630479681761, 144.34534900794768"
45107,3639,"-37.93976984575347, 145.09083490077637"
45133,539,"-37.895162849280226, 145.1461268962377"
45134,3409,"-37.824132837996004, 144.98505093169922"
45193,6814,"-38.36732168333794, 142.4934963162376"
45194,4638,"-37.98614984746651, 145.10933189268866"
45199,1011,"-37.77993583347369, 144.92266594782706"
45243,5114,"-38.171502796128735, 144.32440301027782"
45250,3664,"-37.84208184214303, 145.04558091942448"
45278,4520,"-37.8070778354133, 144.94697393981687"
45286,4535,"-37.830272837212114, 144.97134293396874"
45289,4538,"-37.83620483710069, 144.97554393184222"
45317,5083,"-38.20856679736522, 144.3399770035227"
45332,5062,"-38.17537479736825, 144.34237900710454"
45335,4433,"-37.78250682748489, 144.83249496271858"
45408,5082,"-38.14782479798305, 144.36275100555457"
45409,2145,"-37.61695083396703, 144.94703296071208"
45536,5022,"-38.18191679716114, 144.34107300614411"
45539,542,"-38.0336758497605, 145.13420988321104"
45560,6094,"-36.38294485821133, 145.4128800150258"
45571,5912,"-37.55979276150849, 143.85816115459366"
45578,5952,"-37.5773837611572, 143.84337215593496"
45580,5904,"-37.54160776116248, 143.8425471591016"
45591,4582,"-37.81718283637975, 144.96067293713278"
45595,4586,"-37.813044836699156, 144.97101993565724"
45621,3928,"-37.83181084782727, 145.1212679073331"
45632,4899,"-37.83441683653068, 144.9556289359225"
45633,4166,"-37.69214584254091, 145.06293593253608"
45709,6695,"-38.1923059526455, 146.55241861637452"
45718,5007,"-38.08415579777338, 144.35868001317053"
45761,6816,"-38.39325468260302, 142.4796333172521"
45772,4597,"-37.814234836812275, 144.96316493621057"
45776,4603,"-37.8110908370882, 144.97011393563102"
45802,4504,"-37.80544483582043, 144.95220893945046"
45803,4505,"-37.80561283553853, 144.95369193966246"
45806,4508,"-37.806067836319784, 144.95784093845518"
45810,806,"-37.84552885896646, 145.2865848771796"
45818,2890,"-37.732734831007164, 144.8896019584149"
45824,713,"-37.71188384869474, 145.14901991553793"
45863,4488,"-37.81207983490232, 144.9452549397343"
45864,2795,"-37.768621829516086, 144.86473595818347"
45868,3252,"-37.57697981906271, 144.73171700168783"
45869,765,"-37.899162855760245, 145.23033088057963"
45887,3568,"-37.91235384047261, 145.00724391856915"
45898,6641,"-38.18322893201482, 146.27709566547452"
45908,3418,"-37.83283883630733, 144.96112093463958"
45913,3247,"-37.58199681941729, 144.7276850027202"
45916,4735,"-37.84942483726989, 144.97681892999947"
45978,4636,"-37.94291684806296, 145.11623089587655"
45981,4575,"-37.81330283686035, 144.97395893526723"
46030,2469,"-37.83249683331927, 144.91206894380852"
46152,5817,"-37.56209376222307, 143.85774315419184"
46155,5821,"-37.559843761112724, 143.83902915764935"
46158,1064,"-37.789194834275705, 144.93743994349043"
46177,2988,"-37.812114837741085, 144.97794493378862"
46180,3080,"-37.7101928349651, 144.9502219504661"
46182,1900,"-37.77950784494944, 145.083038919119"
46206,5300,"-38.14674679736403, 144.34713100894237"
46212,4911,"-37.84046083661091, 144.96120793449143"
46216,4917,"-37.84216583561558, 144.95285893516964"
46219,4921,"-37.81997583601315, 144.96137293667812"
46267,3140,"-37.966856844505116, 145.06774590177696"
46277,4405,"-37.807280836620556, 144.96885193592678"
46307,3039,"-37.84139183497156, 144.9344819381138"
46334,4958,"-37.79195282932321, 144.85623695766822"
46345,2869,"-37.68440883035719, 144.88306996414906"
46369,2786,"-37.799489832175674, 144.89730194909205"
46387,1043,"-37.77675483551047, 144.9496479431495"
46393,1054,"-37.79745683448628, 144.94116294177923"
46432,4950,"-37.79574882989674, 144.86267695567267"
46434,4952,"-37.79544482730197, 144.82636196266873"
46435,4883,"-37.827629835878234, 144.9581049355147"
46440,4502,"-37.80497083528148, 144.94777994057688"
46444,1388,"-37.948740843005126, 145.04200090799813"
46658,907,"-37.820455854633366, 145.22732188995514"
46698,6200,"-36.75959878377198, 144.27842716356884"
46702,2507,"-37.80396483103299, 144.88280395214716"
46722,777,"-37.83861185790765, 145.2710888799759"
46742,798,"-37.92643085475414, 145.22018387936376"
46780,2210,"-37.818411847279975, 145.1248989081451"
46782,2298,"-37.86743283803841, 144.9746959284217"
46785,2716,"-37.77064382991622, 144.86560595831583"
46790,2721,"-37.72881882532587, 144.80770897232364"
46807,2617,"-37.7686928233573, 144.76848297480825"
46817,2653,"-37.683958810692545, 144.59439501427022"
46819,2656,"-37.76210582214177, 144.75426897849457"
46820,4456,"-37.79901483563375, 144.95425594028944"
46830,2505,"-37.79647983231561, 144.8969529496787"
46968,2102,"-37.793286838069, 144.9812249357511"
46984,2771,"-37.64584284103025, 145.03959294164585"
47000,847,"-37.83596185191043, 145.18280289558476"
47009,858,"-37.82657785655698, 145.25717988389593"
47014,641,"-37.78679985923851, 145.2923818829628"
47015,642,"-37.98587485569968, 145.22322487258188"
47028,267,"-37.96273185580356, 145.2248588751065"
47047,3386,"-37.81123483839768, 144.99112293161733"
47050,3389,"-37.81531783868846, 144.99037293173436"
47077,4551,"-37.82331383724256, 144.97853893286893"
47084,891,"-37.8126848553114, 145.23078389009675"
47089,899,"-37.81145285647508, 145.25221388637638"
47148,6017,"-36.55499190035236, 145.9765809034546"
47170,629,"-37.79968985871605, 145.289809882039"
47196,3194,"-37.836906848820355, 145.13514190411613"
47248,4045,"-37.847324844345636, 145.06855191429554"
47256,141,"-37.758420860818084, 145.31589588133792"
47258,143,"-37.75694186301532, 145.34733587623856"
47270,888,"-37.80988085584264, 145.2390068891808"
47316,4017,"-37.76654583700816, 144.9725979396155"
47326,414,"-37.815032851352, 145.17654789947213"
47331,422,"-37.874373850879714, 145.16681289505254"
47348,3912,"-37.71097384411333, 145.08503092659535"
47354,4027,"-37.77119083518246, 144.9435699442121"
47362,4039,"-37.83025684314735, 145.05690891851586"
47389,692,"-37.7803398486314, 145.14480690861052"
47392,695,"-37.738972853261316, 145.21763090068578"
47411,616,"-37.985192856262756, 145.23989787008938"
47437,3930,"-37.83849784744075, 145.12000390660535"
47501,263,"-37.89238084843587, 145.13048389851616"
47507,6670,"-38.23950494295834, 146.41959763391537"
47510,5829,"-37.534274759489044, 143.8231621639065"
47606,343,"-37.806401852386315, 145.19088889796765"
47607,265,"-37.9082198509942, 145.16065789171938"
47611,770,"-37.85736085907388, 145.28591687553427"
47615,774,"-37.848893854528534, 145.2271558864585"
47618,704,"-37.76423285038417, 145.17260990550236"
47625,3784,"-37.76283083636875, 144.96285394277695"
47627,3786,"-37.770843836014485, 144.95553394246664"
47644,4850,"-37.86643783924105, 145.0000749246909"
47705,729,"-38.119802850980804, 145.14694687059756"
47709,733,"-38.11272285204412, 145.15743386947761"
47724,3682,"-37.83596484586009, 145.09821291113002"
47730,3951,"-37.904337839417835, 144.9931729216208"
47738,3960,"-37.9146238399568, 145.00686291773275"
47762,3695,"-37.931535845449424, 145.08098690355888"
47868,3354,"-37.68694284789825, 145.14291591879575"
47939,3861,"-37.8249458387598, 144.99156593028948"
47950,4090,"-37.88668484075528, 145.0203359189538"
47998,4262,"-37.820051840344966, 145.0165479268112"
48000,4264,"-37.822594841514025, 145.03535792289273"
48003,4268,"-37.82727684070182, 145.02533192420935"
48015,2745,"-37.88647284361141, 145.05758791235567"
48016,2746,"-37.88683684200718, 145.04275491533238"
48048,4723,"-37.843133835254875, 144.93815493817382"
48049,4727,"-37.84303283529961, 144.94557993662954"
48060,4742,"-37.83903183855885, 144.99204492938372"
48093,4220,"-37.80433483711924, 144.9774439351703"
48096,4223,"-37.789675837320345, 144.976354937473"
48142,2008,"-37.852105848447884, 145.13235890283897"
45067,514,"-38.1506988548779, 145.1951228590678"
45081,2460,"-37.800083838306584, 144.9955789321746"
45089,109,"-37.776437864079114, 145.36342887122524"
45476,5310,"-38.132460797147374, 144.35192200913275"
45499,4791,"-37.74105883971137, 145.0097579360773"
45520,2959,"-37.89946184603865, 145.0952639040174"
45552,1756,"-37.77059985376771, 145.22173189655464"
45565,6100,"-35.916684872627116, 145.65134902610467"
45583,3191,"-37.92547184811847, 145.1196578967112"
45663,6077,"-36.37695885727774, 145.40017001828556"
45727,5017,"-38.14442179731608, 144.35334500779445"
45749,2633,"-37.78167182511078, 144.79168497014106"
45797,4570,"-37.81647183702363, 144.96699493602466"
45836,511,"-38.14896485013176, 145.1347578702283"
45840,3517,"-37.76075383338039, 144.92140894992818"
45852,3963,"-37.894905848464205, 145.13004289845338"
45857,2111,"-37.7252808489621, 145.14678291472967"
45959,4752,"-37.849703838642604, 144.99468592756676"
45988,4933,"-37.76687882340214, 144.77519197396455"
46021,4030,"-37.79348384372651, 145.06393792113874"
46025,393,"-37.83299085134978, 145.17312289820194"
46055,4965,"-37.829236831119566, 144.88135394869528"
46063,4189,"-37.674223848793105, 145.1590669180099"
46089,4134,"-37.72684183554767, 144.95866794651465"
46106,4337,"-37.806877840740626, 145.0310469257276"
46110,4277,"-37.839175842020616, 145.04610191972665"
46124,6208,"-36.7709667842402, 144.2784991629648"
46126,6230,"-36.75562878345309, 144.26379216643988"
46129,6253,"-36.79681578178883, 144.24395216564182"
46167,1697,"-37.94417684651383, 145.09726189957468"
46178,967,"-38.03840385005876, 145.13678288189405"
46181,3214,"-37.73344283913379, 145.0047859385896"
46187,5842,"-37.56158776208396, 143.8533231555613"
46193,5901,"-37.53994576024602, 143.828620161746"
46195,5242,"-37.90381481657623, 144.66623297874685"
46196,5243,"-37.81876082656002, 144.81911896140878"
46201,5250,"-37.90428681606582, 144.65857498042686"
46246,3224,"-37.70882783880366, 145.008942940613"
46262,3133,"-37.82828784764479, 145.11789390769243"
46282,4332,"-37.809435842419404, 145.0529979215587"
46309,3544,"-37.827608835425664, 144.95143193737698"
46323,4316,"-37.76642282962248, 144.86379695938928"
46395,2629,"-37.74789282690068, 144.83063296629572"
46403,2307,"-37.870148838427546, 144.98842692568974"
46408,2313,"-37.88614783987229, 144.99920692231504"
46416,2327,"-37.96328684357447, 145.0560929044296"
46417,2330,"-37.982580844974635, 145.07411889909764"
46548,1005,"-37.76900783391658, 144.9245399484759"
46567,4102,"-37.88767784382655, 145.05736491260794"
46577,578,"-37.85201384925001, 145.14644690108295"
46602,448,"-37.87401185103642, 145.16403289536657"
46607,455,"-37.90678985280646, 145.18904488708966"
46610,381,"-37.8785008577837, 145.26404287676442"
46618,409,"-37.827608851146486, 145.17419689882152"
46683,655,"-37.998743854138056, 145.2087818741045"
46696,2902,"-37.81011383707209, 144.96966193554957"
46719,862,"-37.79631285533884, 145.2387068906619"
46736,792,"-37.84813885773859, 145.26943887929554"
46763,937,"-37.93469085132172, 145.16929488745123"
46772,2176,"-37.71650083407292, 144.93664495165874"
46788,2719,"-37.753921831527805, 144.88948195570265"
46821,2693,"-37.869758839186716, 145.00150192386462"
46827,2706,"-37.75995882332749, 144.77639097454474"
46843,235,"-38.190850847621526, 145.09486987272314"
46921,4588,"-37.81449783657393, 144.96609293650357"
46924,247,"-38.36995983007889, 144.81937990142885"
46932,259,"-38.146658854816316, 145.20071485873152"
46933,260,"-38.07562085933049, 145.2723138538312"
46942,685,"-37.755497845402935, 145.09381392033993"
46945,4069,"-37.815651844760595, 145.08081391600297"
46948,4072,"-37.86958984147043, 145.02529591945628"
46955,479,"-37.88190084816095, 145.1278869003092"
46956,480,"-37.87493284814593, 145.12920390157606"
46959,2167,"-37.68395583536944, 144.95751795195264"
46963,2053,"-37.743902824757356, 144.79718497298097"
46991,2714,"-37.76344082244205, 144.7572069776567"
47019,2422,"-37.88453884446439, 145.06748391097727"
47021,3148,"-37.98794084860833, 145.12020389030272"
47035,277,"-38.14201484946206, 145.121517873121"
47051,3803,"-37.831364845063405, 145.0830989137648"
47061,3813,"-37.84225184373655, 145.06917891531916"
47068,3821,"-37.825944842994225, 145.05773591887046"
47088,898,"-37.8160048546049, 145.22978989062702"
47096,133,"-37.797861856814315, 145.25405088843027"
47104,3501,"-37.83121182889526, 144.8482579547407"
47107,3510,"-37.76714583349062, 144.924848948775"
47114,3558,"-37.90442684259033, 145.04392291262334"
47121,3592,"-37.75084483328575, 144.92526195059128"
47132,4229,"-37.81303383135832, 144.8854349499883"
47142,2521,"-37.80660883130463, 144.8913579497743"
47151,355,"-37.8401718500565, 145.1554968998975"
47158,369,"-37.85273985571055, 145.2436538835472"
47160,371,"-37.86044185763925, 145.26711187849546"
47171,634,"-37.80080985741367, 145.27263388476968"
47184,3842,"-37.86108284120689, 145.02855792013125"
47187,3845,"-37.86077784316001, 145.05106591609035"
47190,3964,"-37.687748833916025, 144.94056795447565"
47202,3529,"-37.81086582263209, 144.75541097282016"
47207,4745,"-37.84057783965635, 145.00470392608406"
47219,219,"-38.026997847644246, 145.1022168889901"
47220,220,"-38.04723484797033, 145.11354688487194"
47223,225,"-38.08840884945516, 145.12500787784847"
47232,4684,"-37.77902283960752, 145.00791393239084"
47239,184,"-37.92883987036123, 145.44506284032104"
47255,140,"-37.758856860222245, 145.31317588187324"
47271,3607,"-37.75450483319188, 144.91723995074463"
47279,3452,"-37.79861283736988, 144.9811689346228"
47286,4445,"-37.80952483762074, 144.97565693493326"
47296,6158,"-36.12583196462932, 146.88782780358687"
47329,418,"-37.84253385061955, 145.17118389688534"
47330,421,"-37.865708850772734, 145.16853989564356"
47335,344,"-37.80958885205595, 145.1937138975099"
47347,3911,"-37.70454784505648, 145.10253892484178"
47352,4025,"-37.776898837433826, 144.97862093822056"
47358,4032,"-37.80077984357942, 145.06252592105747"
47365,3984,"-37.685591833175344, 144.9225569577715"
47368,3987,"-37.681767832254714, 144.90963795996439"
47373,3993,"-37.71693583429253, 144.94088095060525"
47407,611,"-38.00305885710802, 145.24708086651933"
47415,621,"-38.02376885543234, 145.21351387037527"
47420,3998,"-37.68390183260418, 144.91375395969285"
47421,3999,"-37.70805083006635, 144.878663962515"
47426,4004,"-37.756656836623335, 144.97487394058638"
47427,4005,"-37.75865483525154, 144.94486694626497"
47435,4012,"-37.84816684476441, 145.07622191375242"
47455,3700,"-37.967647844961284, 145.07414590020755"
47457,3702,"-37.9276338449817, 145.0817229031564"
47460,3706,"-37.88698284599355, 145.08938790717872"
47469,3730,"-37.73114283946349, 145.0144629367201"
47472,3733,"-37.722794840427284, 145.03020693547097"
47473,3735,"-37.70001984194781, 145.05837593251832"
47474,3737,"-37.688408843244225, 145.06656193188167"
47498,254,"-38.10798686067529, 145.2833788480822"
47503,4553,"-37.839066838049945, 144.97658693184135"
47504,4561,"-37.81672283729614, 144.96990893488285"
47527,323,"-37.78795484606069, 145.10768691429973"
47531,327,"-37.78738784800781, 145.12932791063128"
47533,331,"-37.78765384958947, 145.14948690714294"
47536,3518,"-37.77846283438256, 144.9303829461537"
47548,3425,"-37.864084837900364, 144.98178492824735"
47574,3886,"-37.75476883611549, 144.9585469442952"
47585,482,"-37.87828984800127, 145.12856790119008"
47593,3720,"-37.9152588486156, 145.13139589595554"
47595,2432,"-37.92336484990868, 145.14148789417993"
47609,762,"-38.30769685498617, 145.1904938424326"
47622,3780,"-37.772387835641375, 144.94942294346544"
47624,3783,"-37.77803083596049, 144.96023994065615"
47641,4847,"-37.8626208397144, 145.00071592529972"
47643,4849,"-37.86592583942154, 144.99603392482507"
47648,4854,"-37.87365583964771, 144.9986399243974"
47649,4855,"-37.8769038392937, 144.998009923971"
47656,4865,"-37.97715784247782, 145.03067490692385"
47663,4808,"-37.82567283857836, 144.99793392875813"
47672,4817,"-37.81090183946372, 145.00413493018524"
47696,716,"-37.72599284616016, 145.11521391990675"
47713,3393,"-37.82458883798594, 144.98886093049347"
47767,3599,"-37.70626383304189, 144.9161469561871"
47769,3603,"-37.70477383286339, 144.9158029565792"
47773,3608,"-37.74617183275634, 144.91162295283877"
47780,3633,"-37.92964683995644, 145.0069209167852"
47787,6089,"-36.396883857282766, 145.39629901609126"
47790,3048,"-37.74274183681269, 144.9797919411996"
47797,3057,"-37.74431583843857, 144.99451993911302"
47813,4298,"-37.751614842147355, 145.05701492660774"
47826,4248,"-37.797684830784156, 144.87991895317117"
47844,4774,"-37.85429783886613, 144.9929109276162"
47848,4780,"-37.71638283927979, 145.00678293917608"
47863,3348,"-37.672783848350655, 145.15139291919462"
