OBJECTID,SITE_NO,geo_point_2d
49063,1069,"-37.81354483506998, 144.94101494031685"
49119,6025,"-36.7582547855589, 144.29728816127925"
49124,3403,"-37.79592483387071, 144.92455194568674"
49248,40245,"-37.928711852245584, 145.18393088522998"
49262,40261,"-37.94415685409682, 145.20323488024766"
49280,6144,"-36.127417962916724, 146.86612180718913"
49285,40283,"-37.97005185627345, 145.23683587206335"
49304,40302,"-37.939972853775075, 145.20718488032"
49401,4206,"-37.77269083364458, 144.92691194727277"
49403,3450,"-37.79793883700515, 144.97488293674277"
49411,1242,"-37.85237783809224, 144.98143792927175"
49432,1148,"-38.02248085861255, 145.2699918597179"
49458,3748,"-37.892700848303946, 145.1328908988401"
49469,3947,"-37.80009483538706, 144.94199694145965"
49477,3675,"-37.88648084689389, 145.1083139031571"
49490,3653,"-37.963250842229776, 145.03748690691793"
49509,2045,"-37.53924783306412, 144.93744697096506"
49515,2563,"-37.752298827249675, 144.83031996603543"
49544,1239,"-38.15914985094361, 145.14135486718982"
49559,1645,"-37.8260358269054, 144.82273795938696"
49598,1279,"-37.68672884031256, 145.0290939384697"
49601,1364,"-37.95228884008659, 145.008237913537"
49604,1408,"-38.01874186171528, 145.31042085340732"
49613,1534,"-37.596334832411706, 144.9176129684244"
49620,1399,"-37.870046821858814, 144.748165967465"
49637,5170,"-37.416688835429916, 144.98206697581523"
49651,1570,"-37.69368782890206, 144.86439496697133"
49762,2198,"-37.81428984723858, 145.11880990971355"
49780,1366,"-37.73538883070516, 144.88750695805751"
49793,4630,"-37.784094834959184, 144.93714494431703"
49794,3528,"-37.748399832008786, 144.9093949527363"
49827,1316,"-38.311440841930434, 144.99283887658865"
49887,2994,"-37.69730381138329, 144.6035240119525"
49889,5335,"-38.21494679671471, 144.32642200575918"
45049,550,"-38.367192833980404, 144.87911689131204"
45051,516,"-38.108920850428404, 145.1362758744214"
45053,3612,"-37.66245383260514, 144.92243996037303"
45054,3487,"-37.82343583099899, 144.8814429498054"
45058,6258,"-36.79622778186395, 144.2440831660765"
45059,2855,"-37.68859283050865, 144.88362496438003"
45083,2462,"-37.8003768389037, 144.99857993251"
45084,2463,"-37.80049083925656, 144.9997349320626"
45085,302,"-38.149211854525014, 145.19665585947774"
45088,2791,"-37.74015783175303, 144.89949795542353"
45112,6682,"-38.19341795187884, 146.53968361824926"
45174,756,"-38.17371485057532, 145.13925586604523"
45213,2519,"-37.81380282911758, 144.85983995500968"
45298,4471,"-37.78115983457731, 144.93254694555827"
45362,5658,"-37.879267063063224, 147.99399640713145"
45371,5311,"-38.15301979640996, 144.3377830093893"
45376,4494,"-37.80080183511756, 144.94851794098025"
45379,2149,"-37.687836835381425, 144.95805595167582"
45384,2644,"-37.77521182716155, 144.82906396449852"
45387,3505,"-37.86927982784703, 144.82876295398802"
45395,4478,"-37.785982834295, 144.93914194373517"
45396,4486,"-37.804663834574, 144.9353299424393"
45406,5080,"-38.12982879610041, 144.33194501273934"
45429,111,"-37.818253850960375, 145.16846590084307"
45442,122,"-37.80231586098771, 145.31238887759127"
45447,5096,"-38.14374479736546, 144.34768900863105"
45454,5103,"-38.126856796309205, 144.33933101229727"
45462,5198,"-38.15555579868182, 144.3654180045969"
45463,5203,"-38.15002379818289, 144.36232000530916"
45475,5308,"-38.144596796336586, 144.32907201235426"
45482,5608,"-38.10417699206062, 147.08278053550245"
45491,5213,"-38.16718780234602, 144.4223169931091"
45502,6620,"-38.158939906255185, 145.93033172880007"
45504,6697,"-38.20818292288857, 146.15141668468627"
45506,3724,"-37.89305484852551, 145.1285668987442"
45629,4895,"-37.82096883650958, 144.96139793595674"
45653,2452,"-37.79915683835076, 144.98630193461142"
45697,6265,"-36.762055783906916, 144.27213516496926"
45703,6675,"-38.233365944684415, 146.4386926312037"
45711,6811,"-38.38151168290653, 142.4852263166432"
45714,6285,"-36.75837878335719, 144.26809316583015"
45715,6287,"-36.75955778655869, 144.31743515758413"
45716,5068,"-38.18241979747735, 144.344745005206"
45725,5015,"-38.127598797443966, 144.35188601045442"
45729,5020,"-38.1517117979971, 144.35197900705518"
45788,4552,"-37.828333837658356, 144.98485893141046"
45789,4555,"-37.83324883810521, 144.9838889305608"
45792,4564,"-37.81888283607687, 144.96248493598577"
45812,6275,"-36.77351178459381, 144.29043716026663"
45816,4208,"-37.775873833415986, 144.9154969494492"
45854,311,"-38.082565860040724, 145.2790518515846"
45867,766,"-37.837981858106936, 145.28019287927935"
45885,5941,"-37.74307465333199, 142.02453545708084"
45899,4487,"-37.8052928343142, 144.93733794243238"
45910,6310,"-35.33988972900913, 143.5599024194923"
45914,5241,"-37.88316682190857, 144.73530096930222"
45094,1100,"-37.8170928538167, 145.2173558926338"
45100,4435,"-37.80949583505782, 144.93597194127415"
45106,241,"-38.06858585041288, 145.1433468770772"
45110,2647,"-37.81551582601361, 144.81037396245966"
45153,3009,"-37.88656083847238, 144.98956992358114"
45155,4637,"-37.95931784343847, 145.0568309049609"
45168,509,"-38.00163286052349, 145.29315285874648"
45238,6315,"-36.36176280957598, 144.69947213418047"
45241,4528,"-37.81848583728802, 144.97568193422595"
45247,517,"-38.11554585337109, 145.18080786547722"
45284,4531,"-37.819607836555015, 144.96843993460428"
45293,4466,"-37.79963883547468, 144.95503993950697"
45300,4480,"-37.79412583355059, 144.92770494464708"
45320,5057,"-38.16169079753307, 144.3541170059869"
45336,753,"-38.11053184989107, 145.13080287448932"
45390,510,"-38.05059584872506, 145.11562588372425"
45393,3042,"-37.74215583654126, 144.97435494245522"
45401,554,"-38.36088583522972, 144.88968788978727"
45410,892,"-37.800354855199686, 145.23453989099752"
45424,3636,"-37.95684384151714, 145.0200539111103"
45503,4989,"-37.83560582467705, 144.7838599655619"
45511,153,"-37.81819085177625, 145.18060389798913"
45512,6204,"-36.75227178479825, 144.2942521623911"
45538,5229,"-38.18230079840332, 144.36658800120577"
45543,6647,"-38.17997793317456, 146.29467066331966"
45597,4590,"-37.815930836094495, 144.96113693701153"
45606,763,"-38.2901098553092, 145.19070784419443"
45622,3498,"-37.79699583656059, 144.96610193783087"
45630,4897,"-37.83219883646577, 144.95459993564185"
45640,2663,"-37.83911783565841, 144.94184593767642"
45648,2788,"-37.68965483828444, 145.00228994342683"
45655,2454,"-37.79929083834191, 144.9876099337655"
45657,3238,"-37.651063839544406, 145.01549994500436"
45667,6086,"-36.36667685760897, 145.40231301883608"
45743,6450,"-34.210977637474556, 142.1413727394632"
45755,4425,"-37.800255836132614, 144.9625109380548"
45782,4543,"-37.850205838028025, 144.98064892976154"
45794,4566,"-37.819600836311444, 144.96002293602982"
45820,3677,"-37.877149846084684, 145.09132290759968"
45825,6319,"-36.12849481114609, 144.74973015020265"
45839,824,"-37.911889856647555, 145.2470228760765"
45849,3274,"-37.73608184034304, 145.0283139341469"
45856,106,"-37.77999386418954, 145.3642148708252"
45886,3882,"-37.71623383899116, 145.0053529395199"
45891,3117,"-37.75817383786085, 144.98800093790143"
45926,364,"-37.87564585061483, 145.1640468950946"
45933,2972,"-37.77866483979485, 145.0103069325689"
45980,4640,"-37.97976684364357, 145.05304990250613"
46009,4936,"-37.77501883087253, 144.88110395475024"
46019,6210,"-36.74907078389782, 144.2819701646776"
46035,709,"-37.778512844680996, 145.0832679194934"
46040,5042,"-38.146644798196476, 144.36668600518726"
46081,4126,"-37.74856683584883, 144.96533594300928"
46116,4283,"-37.84523884249643, 145.04779491812639"
46127,6232,"-36.74690978280669, 144.2581451684222"
46132,6259,"-36.771134783248954, 144.2614811653279"
46133,6261,"-36.76345878387253, 144.2705861654348"
46154,5819,"-37.561747761563275, 143.8548111555524"
46169,1699,"-37.9563238468423, 145.10303989652036"
46172,6677,"-38.41788787893997, 145.52218877098775"
46194,5228,"-38.13937979621434, 144.33661501094218"
46211,4910,"-37.84989283649095, 144.96535493254655"
46233,2925,"-37.81245283600857, 144.95392693856945"
46236,2860,"-37.787816834786554, 144.94051694365902"
46249,4868,"-37.9764518408866, 145.01636891017807"
46265,3136,"-37.81255284902618, 145.13996190595992"
46294,3066,"-37.74978584119001, 145.04132893007647"
46297,3029,"-37.93910783954708, 144.99927291696244"
46303,3035,"-37.98871884445906, 145.05984790104492"
46350,2877,"-37.728622825059105, 144.80585597368565"
46388,1044,"-37.78470983646045, 144.959403940272"
46422,4940,"-37.782935830640426, 144.88410695410604"
46437,4885,"-37.83106683575067, 144.95407493647565"
46438,4886,"-37.83273183556492, 144.9521029363442"
46473,4294,"-37.74098484125758, 145.03681193142617"
46486,3068,"-37.75275084246545, 145.05032292833704"
46492,3076,"-37.74091583584029, 144.96253594463454"
46500,2909,"-37.814412835523385, 144.95483193748453"
46501,2910,"-37.815123835919714, 144.95234693876657"
46506,738,"-38.15359685068827, 145.1337748693997"
46509,742,"-38.110043851025495, 145.14236987302908"
46512,746,"-38.15276985215605, 145.1571448658269"
46516,750,"-38.14627084997043, 145.12543087184815"
46521,2600,"-37.79372983198239, 144.89795495052653"
46542,2420,"-37.881149842638685, 145.049563914849"
46543,2421,"-37.88387484373348, 145.05807891243134"
46547,1003,"-37.765939834009764, 144.9241659488961"
46551,1013,"-37.78526283337704, 144.9217789464285"
46564,4099,"-37.894006843487674, 145.05615391173131"
46581,582,"-37.827646852965074, 145.19460589469716"
46584,585,"-37.81102484988909, 145.15770790280675"
46599,459,"-37.89195385716287, 145.2576068764585"
46605,452,"-37.902135850258155, 145.1495018946224"
46615,406,"-37.93798085377172, 145.1973948826874"
46616,407,"-37.87951385069009, 145.1639078943543"
46626,432,"-37.91867585080644, 145.15867289081282"
46671,636,"-37.799051857985035, 145.27953988365778"
46680,652,"-37.98616285528386, 145.22056087337597"
46685,657,"-37.96885385411337, 145.2050558772018"
46701,6203,"-36.75549478434364, 144.28425516290264"
46707,2512,"-37.82213182712702, 144.829837959128"
46708,2513,"-37.82403382727708, 144.82405495963206"
46718,134,"-37.79588685632358, 145.25675488719637"
46724,779,"-37.872817857491874, 145.25948987856736"
46729,784,"-37.927996855606274, 145.233072876893"
46734,790,"-37.843367856356814, 145.24855288350642"
46799,2731,"-37.724541828406345, 144.8497879655598"
46804,2736,"-37.727671826643444, 144.82056297071182"
46808,2618,"-37.769381831167074, 144.88307495530242"
46815,2626,"-37.76977983181634, 144.8989809526377"
46816,2651,"-37.68358880958905, 144.57795301787306"
46826,2705,"-37.75781882600971, 144.81017596915692"
46832,1553,"-37.84440882181786, 144.74634197073814"
46834,647,"-37.98700085492914, 145.21654287313044"
46851,244,"-38.35423683627527, 144.90911688746505"
46852,245,"-38.34794983787236, 144.92967288392714"
46857,487,"-37.88520684899528, 145.1319009000245"
46866,438,"-37.96215585065526, 145.15036688803758"
46879,3793,"-37.77791583641878, 144.96759294003553"
46916,2833,"-37.77938684381684, 145.07864792000436"
47039,3893,"-37.74398683602444, 144.96613094379404"
47067,3820,"-37.86178084391092, 145.06585891356872"
47105,3502,"-37.8384728291798, 144.84702195367333"
48726,1175,"-37.83208083341435, 144.9156909428426"
48734,2819,"-37.60044683421194, 144.95443196076175"
48766,40097,"-37.68566683918049, 145.0149339412842"
48774,537,"-38.06848786409339, 145.33651584367382"
48791,3763,"-37.72018086464026, 145.37934987453355"
48852,527,"-37.93697385292827, 145.18750788445786"
48861,4881,"-37.82377183639012, 144.9626399361594"
48878,519,"-37.98152886161502, 145.31042985807696"
48881,5800,"-37.67476180003632, 144.4357730427037"
48889,615,"-37.97272285678152, 145.23911687136055"
49024,5280,"-37.81446482531897, 144.7982309652994"
49058,2762,"-37.68961782386924, 144.78427098048294"
49073,6222,"-36.7590957861116, 144.30994715849397"
49078,5832,"-37.55986476088297, 143.84145315751758"
49093,3446,"-37.80708083265506, 144.90329194790596"
49152,1119,"-37.999878852851324, 145.1807958789089"
49226,40220,"-37.89579484955135, 145.1461538963116"
49233,40229,"-37.910042850764725, 145.16218389103759"
49234,40230,"-37.90982085103117, 145.16236289124993"
49383,1583,"-37.71876284603273, 145.11384692130315"
49391,4203,"-37.77050183224022, 144.90520895138476"
49417,1579,"-38.07718686138464, 145.29681784975938"
49421,1718,"-37.793039860547445, 145.31700387749703"
49442,4454,"-37.81549983731909, 144.97736393426345"
49471,3081,"-37.74905083869595, 145.00387093667993"
49475,6440,"-34.19105463825552, 142.15565273896345"
49494,1361,"-38.266466843006235, 145.01363687846376"
49498,1346,"-37.60850484024197, 145.0313349469375"
49501,1711,"-37.81649483668429, 144.97067693449438"
49590,40191,"-37.82523183484749, 144.93705593978765"
49600,1352,"-37.77670583270383, 144.91106194940866"
49617,3670,"-37.76000082609277, 144.80925996879841"
49624,2979,"-37.590481831588654, 144.91465096968722"
49636,6665,"-38.236796941092535, 146.39870863834486"
49673,40168,"-37.87336484429703, 145.0659559122643"
49684,40180,"-37.88446184630317, 145.0954389053873"
49711,5844,"-37.542328757721805, 143.78731216832404"
49717,5144,"-37.91093881802484, 144.68306897476813"
49723,2185,"-37.59740883400892, 144.94300496409338"
49725,523,"-38.00528786096184, 145.29760585748045"
49736,1228,"-37.81916783306593, 144.90785294565887"
49748,522,"-38.118356858189394, 145.25101085255065"
49796,1713,"-37.838831821672855, 144.7398929732233"
49798,3571,"-37.799986832440574, 144.90000594909657"
49803,1717,"-38.20265784688572, 145.07936087354108"
49881,6809,"-38.2924616761431, 142.37022334610654"
45044,6273,"-36.761298784124456, 144.28034516325948"
45057,495,"-38.011483852015424, 145.17128487836726"
45068,805,"-37.77940384875412, 145.13922590949184"
45073,820,"-37.789996865843065, 145.38790186519185"
45077,2456,"-37.79960983821422, 144.99076593382873"
45080,2459,"-37.800045839074436, 144.99518093215585"
45093,5657,"-37.826019033868604, 147.6320164754614"
45098,403,"-38.01387286195243, 145.30927585403634"
45108,3405,"-37.80174883333449, 144.9171069455128"
45111,3760,"-37.84593983171178, 144.88549594719777"
45128,308,"-38.3710518309718, 144.83086489872832"
45145,4557,"-37.82036983764907, 144.97622593388738"
45152,158,"-37.82879185877117, 145.27947188036336"
45154,2646,"-37.687563808853604, 144.5675590191485"
45163,2677,"-37.767270828227645, 144.84935096135806"
45169,398,"-38.074101859486255, 145.2713538538795"
45180,303,"-38.035665858738156, 145.26716385935632"
45183,5231,"-38.32660379628163, 144.31763999474805"
45186,5117,"-38.148800798063554, 144.3580310061301"
45195,4438,"-37.84937383916978, 144.9947909275911"
45196,4442,"-37.84693683851886, 144.99476392798644"
45209,6081,"-36.35744685763847, 145.40223402005415"
45221,1153,"-38.030226864321925, 145.34815384538715"
45223,1102,"-37.83237085408003, 145.21698888998694"
45229,5218,"-38.17138980008293, 144.3943119981466"
45231,2635,"-37.788987827303494, 144.83591196148402"
45236,2639,"-37.696804823277866, 144.77827398168478"
45248,3868,"-37.81783583889854, 144.9926699305412"
45263,365,"-37.876489851825696, 145.1858678905278"
45307,4492,"-37.80028783538971, 144.94398394174434"
45323,3878,"-37.812431839789305, 145.0095979285822"
45325,4987,"-37.68298884333148, 145.0689169324462"
45328,5255,"-37.89597781487356, 144.6373109843695"
45342,2683,"-37.684944808491906, 144.5590050204969"
45343,6446,"-34.20777063738917, 142.13724074042702"
45344,2735,"-37.73554982666772, 144.8201979698674"
45350,848,"-37.836256852395195, 145.18518289608411"
45352,2212,"-37.81672085465647, 145.22438089098816"
45356,159,"-37.87501385661696, 145.25361987934537"
45359,4733,"-37.837366836720875, 144.96766993318928"
45374,2645,"-37.69460382275222, 144.76616498316292"
45398,596,"-37.830599852183305, 145.19485589447342"
45416,4163,"-37.81481083466158, 144.93771694126366"
45427,5260,"-37.897898816980984, 144.66375797996105"
45435,3727,"-37.70905484231006, 145.05076793246909"
45438,6079,"-36.3788178576462, 145.39832201843382"
45441,3273,"-37.73620584091414, 145.02960693376068"
45450,5099,"-38.10940679606539, 144.33179601544055"
45459,5111,"-38.095167797520176, 144.35595601318985"
45466,5072,"-38.0830037973856, 144.34877801484092"
45483,5654,"-37.8265820331399, 147.62948747607885"
45486,5207,"-38.15817279901206, 144.37453200296542"
45487,5208,"-38.173632800723404, 144.40246699588124"
45492,5215,"-38.17851780258516, 144.42026199264131"
